Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Avg_Mileage_Per_Year
Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,First,11.56,3200.0,199.3,7.0,11.0,7.5,1,0,0,0,1,16,0.7225
Maruti Wagon R VXI AMT,Mumbai,2016,8000,First,22.5,998.0,107.3521513067391,5.0,6.0,4.15,0,0,1,1,0,7,3.2142857142857144
Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007,77000,First,13.5,1799.0,107.3521513067391,5.0,11.0,2.5,0,0,1,0,1,16,0.84375
Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,First,18.6,1197.0,81.83,5.0,11.0,5.4,0,0,1,0,1,7,2.6571428571428575
Maruti Alto K10 VXI,Mumbai,2016,13198,First,24.07,998.0,67.1,5.0,4.0,3.15,0,0,1,0,1,7,3.4385714285714286
Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Second,12.07,2967.0,241.4,7.0,11.0,52.5,1,0,0,1,0,8,1.50875
Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,First,18.6,1197.0,81.83,5.0,11.0,5.95,0,0,1,0,1,7,2.6571428571428575
Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,First,23.84,1199.0,83.83,5.0,7.0,6.97,0,0,1,1,0,4,5.96
Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,First,20.36,1197.0,78.9,5.0,11.0,3.2,0,0,1,0,1,12,1.6966666666666665
Renault Duster 85PS Diesel RxL Optional,Bangalore,2013,75371,First,20.46,1461.0,83.8,5.0,11.0,6.69,1,0,0,0,1,10,2.0460000000000003
Tata Xenon XT EX 4X4,Bangalore,2014,60000,Second,13.49,2179.0,138.03,5.0,11.0,5.9,1,0,0,0,1,9,1.498888888888889
Hyundai i20 Magna,Kolkata,2009,30675,First,18.5,1197.0,107.3521513067391,5.0,11.0,2.25,0,0,1,0,1,14,1.3214285714285714
Maruti Swift Dzire VDI,Kolkata,2013,22000,First,23.4,1248.0,107.3521513067391,5.0,11.0,4.5,1,0,0,0,1,10,2.34
Hyundai EON Magna,Pune,2015,55000,First,22.0,814.0,107.3521513067391,5.0,11.0,2.61,0,0,1,0,1,8,2.75
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,First,14.84,2143.0,107.3521513067391,5.0,11.0,11.5,1,0,0,1,0,13,1.1415384615384616
Mini Cooper Convertible S,Mumbai,2016,15000,First,16.82,1998.0,189.08,4.0,44.0,35.0,0,0,1,1,0,7,2.402857142857143
Tata Nano Cx,Jaipur,2010,57000,First,26.0,624.0,107.3521513067391,4.0,11.0,0.5,0,0,1,0,1,13,2.0
Maruti Ciaz ZDi Plus,Kolkata,2015,62144,Second,26.21,1248.0,88.5,5.0,11.0,5.75,1,0,0,0,1,8,3.27625
Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,First,22.0,1582.0,126.2,5.0,15.0,11.5,1,0,0,0,1,6,3.6666666666666665
Hyundai EON Era Plus,Jaipur,2015,38000,First,21.1,814.0,55.2,5.0,11.0,2.75,0,0,1,0,1,8,2.6375
BMW 5 Series 2013-2017 520d Luxury Line,Chennai,2016,30000,Second,18.12,1995.0,107.3521513067391,5.0,11.0,31.5,1,0,0,1,0,7,2.5885714285714285
Honda Brio S MT,Kochi,2016,38735,First,19.4,1198.0,86.8,5.0,11.0,4.92,0,0,1,0,1,7,2.7714285714285714
Maruti Ritz VDi,Pune,2012,23598,First,23.2,1248.0,73.94,5.0,11.0,3.52,1,0,0,0,1,11,2.109090909090909
BMW 3 Series 320d Prestige,Chennai,2014,70000,First,18.88,1995.0,107.3521513067391,5.0,11.0,17.55,1,0,0,1,0,9,2.0977777777777775
Maruti Swift Dzire LDI,Pune,2016,39000,First,26.59,1248.0,107.3521513067391,5.0,11.0,5.8,1,0,0,0,1,7,3.7985714285714285
Maruti Swift Dzire VDI,Hyderabad,2013,84175,First,23.4,1248.0,107.3521513067391,5.0,11.0,6.95,1,0,0,0,1,10,2.34
Renault Scala RxL,Kolkata,2013,45000,First,16.95,1498.0,97.6,5.0,11.0,2.4,0,0,1,0,1,10,1.6949999999999998
Chevrolet Cruze LTZ AT,Mumbai,2013,59302,First,14.39,1998.0,163.7,5.0,11.0,5.25,1,0,0,1,0,10,1.439
Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,First,17.5,1298.0,85.8,5.0,11.0,4.25,0,0,1,0,1,11,1.5909090909090908
Tata Indigo CS LX (TDI) BS III,Jaipur,2008,128813,First,19.09,1396.0,107.3521513067391,5.0,11.0,1.5,1,0,0,0,1,15,1.2726666666666666
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,First,24.0,1120.0,107.3521513067391,5.0,11.0,4.5,1,0,0,0,1,7,3.4285714285714284
Tata Indica Vista Quadrajet LS,Pune,2014,180000,First,22.3,1248.0,107.3521513067391,5.0,11.0,2.5,1,0,0,0,1,9,2.477777777777778
Ford Fiesta 1.4 TDCi EXI,Chennai,2006,89326,Third,17.8,1399.0,107.3521513067391,5.0,11.0,1.55,1,0,0,0,1,17,1.0470588235294118
Renault Duster 85PS Diesel RxE,Pune,2016,54000,First,19.87,1461.0,83.8,5.0,11.0,6.5,1,0,0,0,1,7,2.8385714285714285
BMW 5 Series 520d Sedan,Pune,2012,95000,Second,18.48,1631.552572706935,107.3521513067391,5.0,11.0,18.0,1,0,0,1,0,11,1.68
Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,First,24.0,1120.0,107.3521513067391,5.0,11.0,4.96,1,0,0,0,1,8,3.0
Honda Brio S MT,Bangalore,2012,60000,First,19.4,1198.0,86.8,5.0,11.0,3.25,0,0,1,0,1,11,1.7636363636363634
Audi A4 1.8 TFSI,Kolkata,2010,38001,First,12.3,1781.0,163.2,5.0,11.0,8.5,0,0,1,1,0,13,0.9461538461538462
Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Second,24.7,796.0,47.3,5.0,11.0,2.75,0,0,1,0,1,9,2.7444444444444445
Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,Second,16.2,1599.0,103.2,5.0,11.0,3.4,0,0,1,0,1,12,1.3499999999999999
Maruti Ertiga ZDI,Hyderabad,2013,120000,First,20.77,1248.0,88.8,7.0,11.0,7.0,1,0,0,0,1,10,2.077
Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,2012,71787,First,12.9,1598.0,102.5,5.0,11.0,3.21,0,0,1,0,1,11,1.1727272727272728
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,First,19.67,1582.0,126.2,5.0,11.0,14.25,1,0,0,0,1,7,2.81
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,First,20.34,1498.0,103.2,5.0,11.0,6.5,1,0,0,0,1,9,2.26
Honda City i VTEC SV,Kolkata,2014,48104,First,17.4,1497.0,117.3,5.0,11.0,5.49,0,0,1,0,1,9,1.9333333333333331
Hyundai Getz GLS ABS,Pune,2005,91000,Third,16.8,1341.0,107.3521513067391,5.0,11.0,0.8,0,0,1,0,1,18,0.9333333333333333
Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Second,18.9,1197.0,107.3521513067391,5.0,11.0,5.91,0,0,1,1,0,8,2.3625
Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,First,18.9,1197.0,81.86,5.0,11.0,6.44,0,0,1,0,1,4,4.725
Hyundai Grand i10 Sportz,Jaipur,2015,14000,First,18.9,1197.0,107.3521513067391,5.0,11.0,4.6,0,0,1,0,1,8,2.3625
Hyundai i20 Asta 1.2,Coimbatore,2016,17560,First,18.6,1197.0,81.83,5.0,11.0,7.21,0,0,1,0,1,7,2.6571428571428575
Renault Duster 85PS Diesel RxL,Pune,2016,60000,First,19.87,1461.0,83.8,5.0,11.0,8.0,1,0,0,0,1,7,2.8385714285714285
Maruti Swift Dzire VDi,Hyderabad,2009,88096,Second,19.3,1248.0,73.9,5.0,11.0,3.5,1,0,0,0,1,14,1.3785714285714286
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2008,178280,First,12.8,2494.0,107.3521513067391,8.0,11.0,5.9,1,0,0,0,1,15,0.8533333333333334
Tata Nano Twist XT,Coimbatore,2015,19963,Second,25.4,624.0,37.5,4.0,11.0,1.74,0,0,1,0,1,8,3.175
Ford Figo 2015-2019 1.2P Sports Edition MT,Mumbai,2019,1000,First,18.12,1196.0,86.8,5.0,11.0,6.8,0,0,1,0,1,4,4.53
Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,First,18.6,1197.0,81.83,5.0,11.0,7.5,0,0,1,0,1,6,3.1
Honda BRV i-VTEC V MT,Pune,2016,9200,First,15.4,1497.0,117.3,7.0,13.0,8.0,0,0,1,0,1,7,2.2
Honda Amaze S Diesel,Hyderabad,2015,29000,First,27.4,1498.0,98.6,5.0,9.0,5.99,1,0,0,0,1,8,3.425
Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,First,19.67,1582.0,126.2,5.0,11.0,12.9,1,0,0,0,1,6,3.2783333333333338
Maruti Baleno Zeta 1.2,Delhi,2018,22900,First,21.4,1197.0,83.1,5.0,11.0,7.0,0,0,1,0,1,5,4.279999999999999
Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,First,14.16,1968.0,174.3,5.0,11.0,35.0,1,0,0,1,0,9,1.5733333333333333
Honda Amaze S i-DTEC,Jaipur,2015,60207,First,25.8,1498.0,98.6,5.0,11.0,5.5,1,0,0,0,1,8,3.225
BMW X5 3.0d,Coimbatore,2010,101119,First,11.0,2993.0,107.3521513067391,5.0,11.0,18.46,1,0,0,1,0,13,0.8461538461538461
Ford Figo Petrol Titanium,Jaipur,2010,42000,First,15.6,1196.0,107.3521513067391,5.0,11.0,2.4,0,0,1,0,1,13,1.2
Maruti Wagon R VXI,Pune,2002,93000,Third,18.9,998.0,67.1,5.0,11.0,1.0,0,0,1,0,1,21,0.8999999999999999
Hyundai i10 Era,Ahmedabad,2012,60000,Second,19.81,1086.0,68.05,5.0,11.0,2.65,0,0,1,0,1,11,1.8009090909090908
Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,First,21.66,1498.0,103.52,5.0,11.0,5.96,1,0,0,1,0,8,2.7075
Porsche Panamera Diesel,Kolkata,2015,25100,First,17.85,2967.0,107.3521513067391,4.0,11.0,75.0,1,0,0,1,0,8,2.23125
Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,First,15.04,1991.0,107.3521513067391,5.0,11.0,27.15,0,0,1,1,0,6,2.5066666666666664
Audi A6 2.8 FSI,Ahmedabad,2008,41000,Second,10.4,2773.0,107.3521513067391,5.0,11.0,10.5,0,0,1,1,0,15,0.6933333333333334
Maruti Ciaz ZXi Plus,Chennai,2015,30000,First,20.73,1373.0,91.1,5.0,11.0,6.7,0,0,1,0,1,8,2.59125
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,First,22.7,1498.0,89.84,5.0,11.0,4.9,1,0,0,0,1,10,2.27
Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,First,16.5,1493.0,107.3521513067391,7.0,11.0,8.0,1,0,0,0,1,6,2.75
Maruti Alto K10 VXI,Kochi,2018,46805,First,24.07,998.0,67.1,5.0,4.0,3.63,0,0,1,0,1,5,4.814
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,First,17.5,1197.0,85.8,5.0,11.0,4.8,0,0,1,0,1,8,2.1875
Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,First,17.57,1193.0,88.7,5.0,6.0,4.25,0,0,1,0,1,6,2.9283333333333332
Maruti Swift 1.3 VXi,Kolkata,2014,32986,First,16.1,1631.552572706935,107.3521513067391,5.0,11.0,4.24,0,0,1,0,1,9,1.788888888888889
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,First,10.91,3198.0,197.2,7.0,11.0,30.27,1,0,0,1,0,5,2.182
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,First,15.8,2148.0,107.3521513067391,5.0,11.0,14.25,1,0,0,0,1,10,1.58
Hyundai i10 Sportz AT,Ahmedabad,2012,37229,First,16.95,1197.0,78.9,5.0,11.0,3.41,0,0,1,1,0,11,1.5409090909090908
Honda City 1.5 S MT,Delhi,2009,73200,First,17.0,1497.0,107.3521513067391,5.0,11.0,2.78,0,0,1,0,1,14,1.2142857142857142
Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,First,19.3,1968.0,107.3521513067391,5.0,11.0,15.5,1,0,0,1,0,8,2.4125
Tata Indica V2 eLS,Chennai,2017,129000,First,25.0,1396.0,107.3521513067391,5.0,11.0,3.0,1,0,0,0,1,6,4.166666666666667
Maruti Wagon R VXi BSII,Pune,2012,82000,First,18.9,998.0,67.1,5.0,11.0,2.3,0,0,1,0,1,11,1.718181818181818
Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,First,19.67,1582.0,126.2,5.0,11.0,13.28,1,0,0,0,1,6,3.2783333333333338
Maruti A-Star Lxi,Hyderabad,2009,61964,First,19.0,998.0,66.1,5.0,11.0,2.25,0,0,1,0,1,14,1.3571428571428572
Maruti Wagon R LXI,Kochi,2011,15466,First,22.5,998.0,67.04,5.0,5.0,3.36,0,0,1,0,1,12,1.875
Honda Mobilio E i VTEC,Kolkata,2014,23000,First,17.3,1497.0,117.3,7.0,11.0,4.25,0,0,1,0,1,9,1.9222222222222223
Hyundai i10 Magna,Coimbatore,2012,43766,First,20.36,1197.0,78.9,5.0,11.0,4.3,0,0,1,0,1,11,1.8509090909090908
Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,First,0.0,3597.0,262.6,5.0,11.0,6.0,0,0,1,1,0,13,0.0
Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,First,22.54,1396.0,88.73,5.0,11.0,9.18,1,0,0,0,1,5,4.508
Maruti Celerio ZXI Optional,Hyderabad,2017,26400,First,23.1,998.0,67.04,5.0,11.0,4.99,0,0,1,0,1,6,3.85
Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,First,13.4,1798.0,157.8,5.0,11.0,3.75,0,0,1,0,1,12,1.1166666666666667
Ford Figo Diesel LXI,Chennai,2010,39000,First,20.0,1399.0,107.3521513067391,5.0,11.0,2.5,1,0,0,0,1,13,1.5384615384615385
Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,First,27.3,1498.0,98.6,5.0,11.0,7.2,1,0,0,0,1,7,3.9
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,First,15.0,2143.0,107.3521513067391,5.0,11.0,29.5,1,0,0,1,0,7,2.142857142857143
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,First,17.9,2143.0,107.3521513067391,5.0,11.0,17.55,1,0,0,1,0,8,2.2375
Volvo S60 D3,Chennai,2012,20000,First,18.5,1985.0,107.3521513067391,5.0,11.0,12.0,1,0,0,1,0,11,1.6818181818181819
Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,First,11.8,2967.0,246.7,5.0,11.0,13.5,1,0,0,1,0,14,0.8428571428571429
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,First,22.32,1582.0,126.32,5.0,11.0,5.1,1,0,0,1,0,9,2.48
BMW 3 Series 320d,Kolkata,2011,70000,First,22.69,1995.0,107.3521513067391,5.0,43.0,10.3,1,0,0,1,0,12,1.8908333333333334
Hyundai Verna 1.6 SX,Delhi,2014,62000,First,22.32,1582.0,126.32,5.0,11.0,5.7,1,0,0,0,1,9,2.48
Maruti Wagon R VXI,Kochi,2014,41994,First,22.5,998.0,67.04,5.0,5.0,3.41,0,0,1,0,1,9,2.5
Ford Figo Diesel EXI,Hyderabad,2010,108882,Second,20.0,1399.0,107.3521513067391,5.0,11.0,2.4,1,0,0,0,1,13,1.5384615384615385
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,First,18.15,1198.0,107.3521513067391,6.0,11.0,5.6,0,0,1,0,1,6,3.025
Tata Indigo LS,Pune,2006,160000,First,17.0,1405.0,107.3521513067391,5.0,11.0,1.0,1,0,0,0,1,17,1.0
Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,First,18.49,1493.0,107.3521513067391,7.0,11.0,8.2,1,0,0,1,0,6,3.0816666666666666
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,First,15.17,1968.0,107.3521513067391,5.0,48.0,27.5,1,0,0,1,0,8,1.89625
Maruti Wagon R VXI 1.2,Jaipur,2015,64876,First,21.5,1197.0,81.8,5.0,5.0,3.5,0,0,1,0,1,8,2.6875
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,First,24.3,1248.0,88.5,5.0,12.0,10.34,1,0,0,0,1,6,4.05
Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,First,12.7,2609.0,116.6,8.0,11.0,3.25,1,0,0,0,1,17,0.7470588235294118
Hyundai Tucson CRDi,Jaipur,2007,103515,Third,12.6,1991.0,107.3521513067391,7.0,11.0,5.0,1,0,0,0,1,16,0.7875
Hyundai Santro Xing GLS,Hyderabad,2008,68282,First,17.92,1086.0,62.1,5.0,11.0,2.25,0,0,1,0,1,15,1.1946666666666668
Porsche Panamera Diesel 250hp,Kochi,2014,60033,First,18.18,2967.0,107.3521513067391,4.0,11.0,51.52,1,0,0,1,0,9,2.02
Maruti Vitara Brezza VDi Option,Kochi,2018,51921,First,24.3,1248.0,88.5,5.0,11.0,8.62,1,0,0,0,1,5,4.86
Maruti Swift Dzire VDI,Mumbai,2017,18414,First,23.4,1248.0,107.3521513067391,5.0,11.0,7.25,1,0,0,0,1,6,3.9
Honda Amaze V Petrol,Kochi,2016,40866,First,19.5,1199.0,86.76,5.0,8.0,5.47,0,0,1,0,1,7,2.7857142857142856
Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,First,16.36,2179.0,187.7,5.0,11.0,31.0,1,0,0,1,0,9,1.8177777777777777
Mini Cooper Convertible S,Kochi,2017,20469,First,16.82,1998.0,189.08,4.0,44.0,35.98,0,0,1,1,0,6,2.8033333333333332
Hyundai EON Era Plus,Jaipur,2017,8500,First,21.1,814.0,55.2,5.0,11.0,3.42,0,0,1,0,1,6,3.516666666666667
Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Second,16.77,2967.0,241.38,5.0,11.0,11.5,1,0,0,1,0,15,1.1179999999999999
Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,First,17.19,1197.0,81.86,5.0,11.0,7.25,0,0,1,0,1,7,2.455714285714286
Maruti Swift AMT DDiS VDI,Chennai,2018,11000,First,28.4,1248.0,107.3521513067391,5.0,11.0,8.0,1,0,0,0,1,5,5.68
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,First,22.7,1498.0,89.84,5.0,11.0,7.33,1,0,0,0,1,8,2.8375
Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,First,18.9,998.0,67.1,5.0,11.0,3.35,0,0,1,0,1,7,2.6999999999999997
Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,First,20.34,1498.0,103.2,5.0,11.0,4.4,1,0,0,0,1,10,2.034
Toyota Etios VX,Kolkata,2012,55000,First,17.6,1496.0,88.7,5.0,11.0,2.99,0,0,1,0,1,11,1.6
Honda Jazz 1.2 SV i VTEC,Bangalore,2015,23000,First,18.7,1199.0,88.7,5.0,11.0,5.6,0,0,1,0,1,8,2.3375
Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,First,20.14,1498.0,88.73,5.0,11.0,6.63,1,0,0,0,1,7,2.8771428571428572
Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,First,21.66,1498.0,108.62,5.0,9.0,7.9,1,0,0,0,1,5,4.332
Honda City V MT Exclusive,Kochi,2015,53442,First,16.8,1497.0,116.3,5.0,11.0,7.0,0,0,1,0,1,8,2.1
Honda Brio VX AT,Hyderabad,2014,28000,First,16.5,1198.0,86.8,5.0,11.0,4.95,0,0,1,1,0,9,1.8333333333333333
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,First,14.3,1598.0,103.52,5.0,11.0,9.19,0,0,1,1,0,6,2.3833333333333333
Hyundai Verna CRDi,Hyderabad,2011,70000,First,16.8,1493.0,107.3521513067391,5.0,11.0,5.1,1,0,0,0,1,12,1.4000000000000001
Hyundai i20 Active S Diesel,Jaipur,2015,81310,First,21.19,1396.0,88.76,5.0,11.0,5.9,1,0,0,0,1,8,2.64875
Maruti Baleno Alpha CVT,Kochi,2019,13574,First,21.4,1197.0,83.1,5.0,10.0,9.51,0,0,1,1,0,4,5.35
Honda CR-V 2.4L 4WD MT,Mumbai,2008,75000,Second,11.1,2354.0,158.8,5.0,11.0,3.9,0,0,1,0,1,15,0.74
Maruti Swift Dzire VXI,Coimbatore,2014,58310,Second,19.1,1197.0,85.8,5.0,11.0,5.39,0,0,1,0,1,9,2.1222222222222222
Maruti Swift Dzire VDi,Pune,2009,90000,Second,19.3,1248.0,73.9,5.0,11.0,3.0,1,0,0,0,1,14,1.3785714285714286
Maruti Swift Dzire ZDI,Jaipur,2012,83000,First,23.4,1248.0,107.3521513067391,5.0,11.0,4.3,1,0,0,0,1,11,2.127272727272727
Maruti Swift Dzire ZXI,Jaipur,2017,37282,First,20.85,1197.0,83.14,5.0,11.0,6.75,0,0,1,0,1,6,3.475
Hyundai Grand i10 Sportz,Jaipur,2017,23000,First,18.9,1197.0,107.3521513067391,5.0,11.0,4.5,0,0,1,0,1,6,3.15
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2010,82000,First,17.8,1399.0,107.3521513067391,5.0,11.0,2.75,1,0,0,0,1,13,1.3692307692307693
Hyundai Verna 1.6 CRDi S,Chennai,2016,31000,First,23.9,1582.0,126.2,5.0,11.0,9.0,1,0,0,0,1,7,3.414285714285714
Maruti Wagon R Vx,Jaipur,2001,200000,First,12.0,1631.552572706935,107.3521513067391,5.0,11.0,0.7,0,0,1,0,1,22,0.5454545454545454
Ford Figo Diesel EXI,Delhi,2014,45001,Second,20.0,1399.0,68.05,5.0,11.0,2.55,1,0,0,0,1,9,2.2222222222222223
Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,First,21.12,1248.0,88.8,5.0,11.0,3.54,1,0,0,0,1,9,2.3466666666666667
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,First,13.5,1799.0,107.3521513067391,5.0,11.0,4.25,0,0,1,0,1,14,0.9642857142857143
Maruti Alto LX BSIII,Ahmedabad,2007,72000,Second,19.7,796.0,46.3,5.0,11.0,1.2,0,0,1,0,1,16,1.23125
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,First,22.48,1995.0,107.3521513067391,5.0,63.0,19.5,1,0,0,1,0,10,2.248
Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Second,16.0,2179.0,107.3521513067391,7.0,11.0,12.0,1,0,0,0,1,8,2.0
Maruti Ritz VDi,Hyderabad,2012,78401,First,23.2,1248.0,73.94,5.0,11.0,3.9,1,0,0,0,1,11,2.109090909090909
Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,First,24.3,1248.0,88.5,5.0,11.0,9.13,1,0,0,0,1,6,4.05
Maruti Eeco 7 Seater Standard,Pune,2011,45000,First,15.1,1196.0,107.3521513067391,7.0,4.0,2.25,0,0,1,0,1,12,1.2583333333333333
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,First,17.5,1197.0,85.8,5.0,11.0,3.25,0,0,1,0,1,11,1.5909090909090908
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,First,17.01,1582.0,126.2,5.0,11.0,14.79,1,0,0,1,0,6,2.8350000000000004
Maruti Wagon R LXI,Mumbai,2010,37822,First,22.5,998.0,67.04,5.0,5.0,2.35,0,0,1,0,1,13,1.7307692307692308
Maruti Celerio ZDi,Kolkata,2015,33517,First,27.62,793.0,107.3521513067391,5.0,11.0,3.1,1,0,0,0,1,8,3.4525
Hyundai Santa Fe 2WD AT,Delhi,2014,110000,First,13.01,2199.0,194.3,7.0,11.0,12.9,1,0,0,1,0,9,1.4455555555555555
Hyundai EON D Lite Plus Option,Kolkata,2017,60000,First,21.1,814.0,55.2,5.0,11.0,2.5,0,0,1,0,1,6,3.516666666666667
Hyundai i20 Sportz 1.2,Delhi,2013,92408,First,18.5,1197.0,82.85,5.0,11.0,3.65,0,0,1,0,1,10,1.85
Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,First,17.1,1591.0,121.3,5.0,11.0,7.5,0,0,1,0,1,9,1.9000000000000001
Honda Brio S Option MT,Kochi,2013,33793,First,18.4,1198.0,86.8,5.0,11.0,3.74,0,0,1,0,1,10,1.8399999999999999
Maruti Swift VXI Optional,Kochi,2017,26327,First,20.4,1197.0,81.8,5.0,11.0,5.86,0,0,1,0,1,6,3.4
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,First,19.27,2143.0,167.62,5.0,11.0,39.62,1,0,0,1,0,5,3.854
Maruti Swift VDI Optional,Coimbatore,2018,61386,First,25.2,1248.0,107.3521513067391,5.0,11.0,7.05,1,0,0,0,1,5,5.04
Maruti Swift AMT VDI,Delhi,2018,11500,First,28.4,1248.0,107.3521513067391,5.0,11.0,7.5,1,0,0,1,0,5,5.68
Chevrolet Beat Diesel LS,Chennai,2012,58000,First,25.44,936.0,57.6,5.0,11.0,2.1,1,0,0,0,1,11,2.312727272727273
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,First,13.7,1798.0,157.75,5.0,11.0,11.6,0,0,1,1,0,9,1.5222222222222221
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2012,49000,Second,14.84,2143.0,167.62,5.0,11.0,19.25,1,0,0,1,0,11,1.3490909090909091
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,First,13.68,2393.0,147.8,8.0,24.0,17.92,1,0,0,0,1,6,2.28
Hyundai i10 Sportz,Kolkata,2016,7000,First,20.36,1197.0,78.9,5.0,11.0,3.6,0,0,1,0,1,7,2.9085714285714284
Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Second,25.8,1498.0,98.6,5.0,11.0,4.5,1,0,0,0,1,9,2.8666666666666667
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,First,21.9,1396.0,88.76,5.0,11.0,7.4,1,0,0,0,1,6,3.65
Mercedes-Benz GLE 350d,Coimbatore,2018,30706,First,11.57,2987.0,254.79,5.0,95.0,59.29,1,0,0,1,0,5,2.314
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,First,12.05,2179.0,107.3521513067391,7.0,11.0,5.5,1,0,0,0,1,12,1.0041666666666667
Hyundai Getz GLE,Bangalore,2006,44000,Second,15.3,1341.0,107.3521513067391,5.0,11.0,1.75,0,0,1,0,1,17,0.9
Maruti Baleno Alpha,Mumbai,2016,12208,First,21.4,1197.0,83.1,5.0,8.0,6.75,0,0,1,0,1,7,3.057142857142857
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,First,16.52,1991.0,123.7,5.0,11.0,3.95,1,0,0,0,1,12,1.3766666666666667
Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,First,17.1,1591.0,121.3,5.0,11.0,4.2,0,0,1,0,1,12,1.425
